"planning_unit","number"
40701,0
40700,0
40699,0
40698,0
40697,0
40696,0
40695,0
40694,0
40693,0
40692,0
40691,0
40690,0
40689,0
40688,0
40687,0
40686,0
40685,0
40684,0
40683,0
40682,0
40681,0
40680,0
40679,0
40678,0
40677,0
40676,0
40675,0
40674,0
40673,0
40672,0
40671,0
40670,0
40669,0
40668,0
40667,0
40666,0
40665,0
40664,0
40663,0
40662,0
40661,0
40660,0
40659,0
40658,0
40657,0
40656,0
40655,0
40654,0
40653,0
40652,0
40651,0
40650,0
40649,0
40648,0
40647,0
40646,0
40645,0
40644,0
40643,0
40642,0
40641,0
40640,0
40639,0
40638,0
40637,0
40636,0
40635,0
40634,0
40633,0
40632,0
40631,0
40630,0
40629,0
40628,0
40627,0
40626,1
40625,0
40624,0
40623,0
40622,0
40621,0
40620,0
40619,0
40618,0
40617,0
40616,0
40615,0
40614,0
40613,0
40612,0
40611,0
40610,0
40609,0
40608,0
40607,0
40606,0
40605,0
40604,0
40603,0
40602,0
40601,0
40600,0
40599,0
40598,0
40597,0
40596,0
40595,0
40594,0
40593,0
40592,0
40591,0
40590,0
40589,0
40588,0
40587,0
40586,0
40585,0
40584,0
40583,0
40582,0
40581,0
40580,1
40579,1
40578,0
40577,0
40576,0
40575,0
40574,0
40573,0
40572,0
40571,0
40570,0
40569,0
40568,0
40567,0
40566,0
40565,0
40564,0
40563,0
40562,0
40561,0
40560,0
40559,0
40558,0
40557,0
40556,0
40555,0
40554,0
40553,0
40552,0
40551,0
40550,1
40549,1
40548,0
40547,0
40546,0
40545,0
40544,0
40543,0
40542,0
40541,0
40540,0
40539,0
40538,0
40537,0
40536,0
40535,0
40534,0
40533,0
40532,0
40531,0
40530,0
40529,0
40528,0
40527,1
40526,0
40525,1
40524,0
40523,0
40522,0
40521,0
40520,0
40519,0
40518,0
40517,0
40516,0
40515,1
40514,1
40513,0
40512,0
40511,0
40510,0
40509,0
40508,0
40507,0
40506,0
40505,0
40504,0
40503,0
40502,0
40501,0
40500,0
40499,1
40498,0
40497,0
40496,0
40495,0
40494,0
40493,0
40492,0
40491,1
40490,1
40489,0
40488,0
40487,0
40486,0
40485,0
40484,0
40483,0
40482,0
40481,0
40480,0
40479,1
40478,2
40477,1
40476,0
40475,0
40474,0
40473,0
40472,0
40471,0
40470,0
40469,0
40468,0
40467,0
40466,0
40465,0
40464,0
40463,1
40462,1
40461,0
40460,0
40459,0
40458,0
40457,0
40456,0
40455,0
40454,1
40453,1
40452,0
40451,1
40450,0
40449,0
40448,0
40447,0
40446,0
40445,0
40444,0
40443,0
40442,1
40441,1
40440,1
40439,0
40438,0
40437,0
40436,0
40435,0
40434,0
40433,0
40432,0
40431,0
40430,0
40429,0
40428,0
40427,0
40426,0
40425,0
40424,1
40423,1
40422,0
40421,0
40420,0
40419,0
40418,0
40417,0
40416,0
40415,0
40414,1
40413,0
40412,0
40411,1
40410,0
40409,0
40408,0
40407,0
40406,0
